title/price/description/image
Toyota Highlander/$ 28 700/2014 г., 2.7 л., автоматвнедорожник 5 дв., бензинруль слева, 140 000 км/"https://im.mashina.kg/tachka/images//1/b/e/1be6eb353ce7b4a2b0f908d56ed6283a_240x180.jpg"
Toyota Land Cruiser/$ 16 700/2003 г., 4.7 л., автоматвнедорожник 5 дв., бензинруль слева, 244 000 км/"https://im.mashina.kg/tachka/images//1/6/8/16887e05088b7ddc20c35153d020f90c_240x180.jpg"
Lexus GX/$ 35 000/2013 г., 4.6 л., автоматвнедорожник 5 дв., бензинруль слева, 107 000 км/"https://im.mashina.kg/tachka/images//c/b/b/cbb63634760e4d18d362f7cfa81e11a9_240x180.jpg"
Audi A8/$ 3 092/1996 г., 4.2 л., автоматседан, бензинруль слева, 230 000 км/"https://im.mashina.kg/tachka/images//8/1/b/81b81b9fe63ca7798116f779ac9a3cf2_240x180.jpg"
Mercedes-Benz E-класс AMG/$ 13 500/2003 г., 5.4 л., автоматседан, бензинруль слева/"https://im.mashina.kg/tachka/images//6/0/d/60d2f5a485e805434938d526271bdde0_240x180.jpg"
Toyota Camry/$ 18 500/2015 г., 2.5 л., автоматседан, бензинруль слева, 104 500 км/"https://im.mashina.kg/tachka/images//2/2/8/228abaf9f7d9509ecdcd1b731419e2df_240x180.jpg"
Toyota Camry/$ 15 800/2016 г., 2.5 л., автоматседан, бензинруль слева, 60 000 км/"https://im.mashina.kg/tachka/images//1/0/6/1067b764132a176ca0a3591e84e97d56_240x180.jpg"
Toyota Camry/$ 8 700/2003 г., 2.4 л., автоматседан, бензинруль слева, 280 000 км/"https://im.mashina.kg/tachka/images//5/1/5/515e6772acb287846fb30860728ffe31_240x180.jpg"
Toyota Camry/$ 13 500/2010 г., 2.5 л., автоматседан, бензинруль слева, 152 000 км/"https://im.mashina.kg/tachka/images//0/4/4/0448b84a4752b7faab7b0340f8faa406_240x180.jpg"
BMW 5 Серия/$ 17 500/2010 г., 3 л., автоматседан, бензинруль слева, 140 000 км/"https://im.mashina.kg/tachka/images//1/2/c/12c026ee7702d32887d81bc7a0db480f_240x180.jpg"
Nissan Sentra/$ 12 500/2017 г., 1.8 л., вариаторседан, бензинруль слева, 79 000 км/"https://im.mashina.kg/tachka/images//b/5/9/b597736ef59976dbab48be2dd6b857be_240x180.jpg"
Toyota Estima/$ 10 700/2006 г., 2.4 л., вариаторминивэн, бензинруль справа, 170 000 км/"https://im.mashina.kg/tachka/images//f/6/f/f6fd5afb85f2b807b5bea19009d3b3b5_240x180.jpg"
Lexus ES/$ 26 500/2016 г., 2.5 л., вариаторседан, гибридруль слева, 127 000 км/"https://im.mashina.kg/tachka/images//e/c/9/ec95cd857643512db4cb6cf0b843435a_240x180.jpg"
BMW X6/$ 13 500/2008 г., 4.4 л., автоматвнедорожник 5 дв., бензинруль слева, 165 289 км/"https://im.mashina.kg/tachka/images//e/8/b/e8b03c091864e3f854edf569f5392824_240x180.jpg"
Toyota Land Cruiser Prado/$ 29 500/2010 г., 3 л., автоматвнедорожник 5 дв., дизельруль слева, 202 000 км/"https://im.mashina.kg/tachka/images//0/8/7/0878346467a3feae0b182abd8f50781c_240x180.jpg"
Mercedes-Benz W124/$ 2 500/1990 г., 2.3 л., механикаседан, бензинруль слева, 418 000 км/"https://im.mashina.kg/tachka/images//6/f/9/6f9d4becadab1a8da4c8c94b54d77a47_240x180.jpg"
Toyota RAV4/$ 12 000/2006 г., 2.4 л., автоматвнедорожник 5 дв., бензинруль слева, 116 000 км/"https://im.mashina.kg/tachka/images//5/2/f/52ff7da42f0fa83a03a246fb07c1e845_240x180.jpg"
BMW 5 Серия/$ 6 300/1991 г., 2.5 л., механикаседан, бензинруль слева/"https://im.mashina.kg/tachka/images//2/4/a/24a2718b1236cbc6de072c2401f3ef56_240x180.jpg"
Volkswagen Golf/$ 4 200/2002 г., 2 л., механикахэтчбек 5 дв., бензинруль слева/"https://im.mashina.kg/tachka/images//1/b/8/1b86a7855ebc2ab93c6910a9352f6617_240x180.jpg"
BMW X5/$ 15 500/2004 г., 4.8 л., автоматвнедорожник 5 дв., бензинруль слева, 250 000 км/"https://im.mashina.kg/tachka/images//f/1/2/f12b00f4717e3f03a0b9e8fde9d9373c_240x180.jpg"
Mercedes-Benz C-класс/$ 22 000/2014 г., 1.6 л., автоматседан, бензинруль слева, 107 000 км/"https://im.mashina.kg/tachka/images//d/8/4/d84b7d2f343d12828cc1595a043c996e_240x180.jpg"
Lexus LX/$ 27 800/2008 г., 5.7 л., автоматвнедорожник 5 дв., бензинруль слева, 128 000 км/"https://im.mashina.kg/tachka/images//e/3/c/e3ccfc50e951653da134d9c76ed8a738_240x180.jpg"
Toyota Sequoia/$ 17 000/2007 г., 4.7 л., автоматвнедорожник 5 дв., бензинруль слева, 168 000 км/"https://im.mashina.kg/tachka/images//8/1/f/81f9e51a3f3c8c9aa8f97553f4d286e1_240x180.jpg"
Toyota Land Cruiser Prado/$ 18 900/2008 г., 4 л., автоматвнедорожник 5 дв., бензинруль слева, 178 000 км/"https://im.mashina.kg/tachka/images//3/8/d/38d7692d18b3570c01f2c07adb32dd13_240x180.jpg"
Mercedes-Benz GL-класс/$ 34 000/2012 г., 4.7 л., автоматвнедорожник 5 дв., бензинруль слева, 190 000 км/"https://im.mashina.kg/tachka/images//7/3/d/73d36b9a2a0ce84802020e89c13b15a0_240x180.jpg"
Lexus GX/$ 18 300/2003 г., 4.7 л., автоматвнедорожник 5 дв., бензинруль слева/"https://im.mashina.kg/tachka/images//9/2/9/929928931d8e52e7fb7034cdb16d72c2_240x180.jpg"
Hyundai Sonata/$ 10 999/2015 г., 2 л., автоматседан, газруль слева, 150 000 км/"https://im.mashina.kg/tachka/images//f/5/4/f54b56850eff68d3b21bd3124f79ed9e_240x180.jpg"
Honda Inspire/$ 7 500/2004 г., 3 л., автоматседан, бензинруль справа, 227 687 км/"https://im.mashina.kg/tachka/images//0/0/e/00e92c07a27382484e2e0877c2ce45ab_240x180.jpg"
Lexus RX/$ 7 200/2000 г., 3 л., автоматвнедорожник 5 дв., бензинруль слева, 205 125 км/"https://im.mashina.kg/tachka/images//4/a/f/4af8e802577460e456097e336b4f909e_240x180.jpg"
BMW 7 Серия/$ 10 222/2000 г., 3.5 л., автоматседан, бензинруль слева, 200 000 км/"https://im.mashina.kg/tachka/images//8/9/e/89efffa0a76a66762fff6927e457ff89_240x180.jpg"
Toyota Sequoia/$ 28 000/2008 г., 5.7 л., автоматвнедорожник 5 дв., бензинруль слева, 162 000 км/"https://im.mashina.kg/tachka/images//b/f/c/bfcd01d359a8efbbd239648112735d0b_240x180.jpg"
Toyota Land Cruiser/$ 69 500/2016 г., 4.6 л., автоматвнедорожник 5 дв., бензинруль слева, 90 000 км/"https://im.mashina.kg/tachka/images//e/0/a/e0a452b1c2f2001fc9cc83f2fb215e8e_240x180.jpg"
BMW 3 Серия/$ 11 000/2009 г., 2.5 л., автоматкупе, бензинруль слева, 220 000 км/"https://im.mashina.kg/tachka/images//0/b/3/0b3dca451d620b2f15d686338312a0f5_240x180.jpg"
Lexus GS/$ 20 500/2012 г., 3.5 л., автоматседан, бензинруль слева, 160 000 км/"https://im.mashina.kg/tachka/images//0/4/5/045183cb02993dfc8ffd01f73cbde757_240x180.jpg"
Toyota Avalon/$ 22 000/2015 г., 2.5 л., вариаторседан, гибридруль слева, 166 000 км/"https://im.mashina.kg/tachka/images//e/b/d/ebd5b1534aca0068453059345b40433e_240x180.jpg"
BYD E5/$ 13 000/2018 г., автоматседан, электроруль слева, 70 000 км/"https://im.mashina.kg/tachka/images//b/3/a/b3a49f3fd8775ef7f86b49e59357e3b0_240x180.jpg"
Toyota Camry/$ 14 500/2015 г., 2.5 л., автоматседан, бензинруль слева, 120 000 км/"https://im.mashina.kg/tachka/images//8/e/a/8eaa86057a60ddb096209ad721e311b6_240x180.jpg"
BMW X5/$ 15 700/2004 г., 4.4 л., автоматвнедорожник 5 дв., бензинруль слева, 131 000 км/"https://im.mashina.kg/tachka/images//5/7/e/57e5e6516cdfbeac359680b908664454_240x180.jpg"
Land Rover Range Rover Sport/$ 15 000/2006 г., 2.7 л., автоматвнедорожник 5 дв., дизельруль слева, 173 121 км/"https://im.mashina.kg/tachka/images//5/0/d/50d77cb62d0907ab783386d92a164df2_240x180.jpg"
Toyota Camry/$ 12 500/2014 г., 2.5 л., автоматседан, бензинруль слева, 117 000 км/"https://im.mashina.kg/tachka/images//b/e/d/bed968aeee869237013c02b726527ef6_240x180.jpg"
Mercedes-Benz E-класс/$ 5 600/2001 г., 3.2 л., автоматседан, дизельруль слева/"https://im.mashina.kg/tachka/images//8/7/c/87c58bd943f6a511c45205383fc2ca3a_240x180.jpg"
Nissan Primera/$ 3 800/2002 г., 2 л., механикахэтчбек 5 дв., бензинруль слева, 168 000 км/"https://im.mashina.kg/tachka/images//d/a/a/daa079ce0f60fd2d7268ab12446d530f_240x180.jpg"
Audi A6/$ 3 800/2000 г., 2.4 л., механикаседан, бензинруль слева/"https://im.mashina.kg/tachka/images//4/0/2/4027ec36dc436a40e20f53d82eec2add_240x180.jpg"
Hyundai Kona/$ 17 000/2018 г., 1.6 л., роботвнедорожник 5 дв., бензинруль слева, 30 000 км/"https://im.mashina.kg/tachka/images//2/4/a/24af8f991f78cdebc5ba6d208a7a7e85_240x180.jpg"
Toyota Mark II/$ 3 463/1997 г., 2.5 л., автоматседан, бензинруль справа, 300 000 км/
Hyundai Sonata/$ 11 900/2015 г., 2 л., автоматседан, газруль слева/"https://im.mashina.kg/tachka/images//8/a/8/8a8a57751c1c9ef5b41f247e66ab139b_240x180.jpg"
BMW 5 Серия/$ 9 500/2008 г., 3 л., автоматседан, бензинруль слева, 160 000 км/"https://im.mashina.kg/tachka/images//8/9/6/896d5fcfb0cc7c7c311988dceb4170a3_240x180.jpg"
Daewoo Matiz/$ 4 947/2008 г., 0.8 л., автоматхэтчбек 5 дв., бензинруль слева/"https://im.mashina.kg/tachka/images//c/9/6/c96bafdc3c93217a5de1d8e146a2ce12_240x180.jpg"
Toyota Mark X/$ 8 409/2004 г., 2.5 л., автоматседан, бензинруль справа, 250 000 км/"https://im.mashina.kg/tachka/images//3/a/7/3a7c33cce1d020e9930144c1d3920b82_240x180.jpg"
BMW 3 Серия/$ 14 500/2007 г., 3 л., автоматкабриолет, бензинруль слева, 180 000 км/"https://im.mashina.kg/tachka/images//4/8/2/4824297971cd21ec4d3089ac04e83ab0_240x180.jpg"
Hyundai Creta/$ 17 600/2017 г., 2 л., автоматвнедорожник, бензинруль слева, 58 000 км/"https://im.mashina.kg/tachka/images//2/0/2/2022ea21bebe6b353aadeeb66958f96b_240x180.jpg"
Toyota Highlander/$ 15 800/2008 г., 3.5 л., автоматвнедорожник 5 дв., бензинруль слева/"https://im.mashina.kg/tachka/images//2/4/9/2496e0eaaf38e1b0f12f65400261a04a_240x180.jpg"
BMW X5/$ 19 000/2011 г., 3 л., автоматвнедорожник 5 дв., бензинруль слева, 148 100 км/"https://im.mashina.kg/tachka/images//a/a/f/aafdaaf9f7e38bc8f40af680c823fc8c_240x180.jpg"
Toyota Camry/$ 13 500/2012 г., 2.5 л., автоматседан, бензинруль слева/"https://im.mashina.kg/tachka/images//9/a/b/9ab1a6d4e084e86542003a9b635a8b51_240x180.jpg"
Toyota Corolla/$ 6 200/2005 г., 1.6 л., механикахэтчбек 5 дв., бензинруль слева, 252 362 км/"https://im.mashina.kg/tachka/images//2/8/a/28aed93968aa6f319fc63e946d860a9e_240x180.jpg"
Toyota Camry/$ 14 800/2015 г., 2.5 л., автоматседан, бензинруль слева, 142 000 км/"https://im.mashina.kg/tachka/images//e/3/4/e3412874e184ab47b437a7210d22d841_240x180.jpg"
BYD E5/$ 13 000/2018 г., автоматседан, электроруль слева, 50 000 км/"https://im.mashina.kg/tachka/images//7/b/0/7b071b5aa5c88ed851c618faea8a3485_240x180.jpg"
Honda Accord/$ 6 800/2003 г., 2 л., автоматседан, бензинруль справа/"https://im.mashina.kg/tachka/images//a/d/5/ad59c8d69be339dc49b6849115f09651_240x180.jpg"
Hyundai Sonata/$ 12 800/2017 г., 2.4 л., автоматседан, бензинруль слева, 73 000 км/"https://im.mashina.kg/tachka/images//f/8/3/f839e921cc69af0ce0ec9e88cb91c59f_240x180.jpg"
Hyundai Sonata/$ 11 900/2015 г., 2 л., автоматседан, газруль слева, 135 000 км/"https://im.mashina.kg/tachka/images//8/2/c/82cdb0d52bd719773ce8440226313ba7_240x180.jpg"
Lexus RX/$ 10 600/2005 г., 3 л., автоматвнедорожник 5 дв., бензинруль справа/"https://im.mashina.kg/tachka/images//1/a/a/1aa96b2322d043b71db97ca00a98731d_240x180.jpg"
Toyota Camry/$ 8 900/2005 г., 3 л., автоматседан, бензинруль слева/"https://im.mashina.kg/tachka/images//c/0/e/c0eed098ecd52e5b0c1205559a4b306a_240x180.jpg"
Toyota Camry/$ 25 800/2017 г., 2.5 л., автоматседан, бензинруль слева, 51 000 км/"https://im.mashina.kg/tachka/images//f/d/a/fdaa4cc4d7cf89a5b4fe3ed0f13aeeef_240x180.jpg"
Toyota Camry/$ 8 500/2005 г., 2.4 л., автоматседан, бензинруль слева, 196 741 км/"https://im.mashina.kg/tachka/images//7/b/5/7b59888e183da604d6fe43549f0a4bb8_240x180.jpg"
Subaru Forester/$ 9 500/2010 г., 2.5 л., автоматвнедорожник 5 дв., бензинруль слева, 162 000 км/"https://im.mashina.kg/tachka/images//2/5/8/25811bc37114bcc94f60407ca2e4c1db_240x180.jpg"
Toyota RAV4/$ 18 500/2014 г., 2.5 л., автоматвнедорожник 5 дв., бензинруль слева, 80 000 км/"https://im.mashina.kg/tachka/images//b/0/3/b03b2bb405c704c8194d96f1f60e89e0_240x180.jpg"
Toyota Camry/$ 14 000/2011 г., 2.5 л., автоматседан, бензинруль слева/"https://im.mashina.kg/tachka/images//2/5/4/2544e8a3fd51f111b22844d2e085dced_240x180.jpg"
Honda Fit/$ 5 200/2001 г., 1.3 л., вариаторхэтчбек 5 дв., бензинруль справа, 235 000 км/"https://im.mashina.kg/tachka/images//a/c/9/ac9a17587bc2ccfe2aee60da95bb438a_240x180.jpg"
